Date,St,R,Mo,Es,N,FileName
20231216,T53,91.1931961892448,12896655.2240357,8.80832867673364,43,20231216_T53_N_43.mat
20221112,T01,199.57319538552,1071112.13308757,0.0187781479649994,43,20221112_T01_N_43.mat
20190706,T02,95.3013273331197,1258503.24111135,0.120467078084638,60,20190706_T02_N_60.mat
20190706,T01,189.949496673095,1007617.30010419,0.129253074793322,76,20190706_T01_N_76.mat
20231118,T01,215.065864153288,659265.25922778,0.0192546679255254,41,20231118_T01_N_41.mat
20221112,T03,164.096503890858,358877.659955428,0.0013858197383585,60,20221112_T03_N_60.mat
20190706,T03,47.1662435563561,553297.892703932,0.0447886962495975,90,20190706_T03_N_90.mat
20190706,T01,163.951192311301,291977.992127173,0.0050518469684262,69,20190706_T01_N_69.mat
20221112,T04,201.427739097259,389590.165450363,0.0009209458403239,10,20221112_T04_N_10.mat
20190706,T03,105.637346160016,7696497.59333281,0.63350069266417,1,20190706_T03_N_01.mat
20190706,T03,106.763844515977,1511715.41599639,0.341735485542883,84,20190706_T03_N_84.mat
20231118,T10,169.248338248858,653150.284764182,0.0383232863867641,59,20231118_T10_N_59.mat
20221112,T04,196.976755156976,380981.323502956,0.00253363862774,1,20221112_T04_N_01.mat
20190706,T03,75.7334995942837,494949.305254499,0.0503263265629382,49,20190706_T03_N_49.mat
20190706,T01,130.688676674557,210732.975638069,0.0020874301132143,89,20190706_T01_N_89.mat
20231118,T03,78.6243663058719,1520708.12167258,0.291730660166869,16,20231118_T03_N_16.mat
20190706,T02,96.8936638895736,423279.828624674,0.0155358176725693,24,20190706_T02_N_24.mat
20190706,T02,436.342431966016,2429938.04385545,0.49416148184358,32,20190706_T02_N_32.mat
20231118,T02,180.53858716906,3491875.46663607,1.23737611828234,54,20231118_T02_N_54.mat
20201024,T01_X,78.206675,572404.540492203,0.454056106605349,8,20201024_T01_X_N_08.mat
20190706,T03,98.4530606761632,1510883.99971676,0.219581673553421,51,20190706_T03_N_51.mat
20190706,T01,161.017596856154,7038183.30115322,0.272380404844181,1,20190706_T01_N_01.mat
20231216,T53,102.823625659444,694726.213811825,0.0192445832283471,40,20231216_T53_N_40.mat
20221112,T01,20.0391549300763,3294216.97575978,0.0802929585820476,31,20221112_T01_N_31.mat
20231118,T03,102.205513437387,786978.796790423,0.0953077957739509,35,20231118_T03_N_35.mat
20201024,T01_Z,90.014516,521837.248292475,0.326221160514031,26,20201024_T01_Z_N_26.mat
20221112,T03,142.848228351015,219464.139092735,0.0008836517346297,41,20221112_T03_N_41.mat
20190706,T02,55.8712446961076,300314.341444052,0.0058533544968919,33,20190706_T02_N_33.mat
20190706,T03,47.0153275364173,1268217.63150003,0.056434326427071,91,20190706_T03_N_91.mat
20231118,T02,157.517394141092,4828555.47951094,4.44216829891523,12,20231118_T02_N_12.mat
20190706,T02,94.4052614268545,328839.835045743,0.0087798278469919,23,20190706_T02_N_23.mat
20190706,T03,102.096768193444,1042519.52054706,0.143403401588314,41,20190706_T03_N_41.mat
20231118,T02,187.040774851368,455433.529006265,0.0843477087866903,7,20231118_T02_N_07.mat
20231118,T02,190.116078901812,4629217.17491231,0.0909868770850798,29,20231118_T02_N_29.mat
20221112,T03,119.045668416442,588383.884729999,0.0054805485491795,5,20221112_T03_N_05.mat
20221112,T03,231.430757362748,406902.095487287,0.0059401469229244,20,20221112_T03_N_20.mat
20190706,T03,84.4200271410015,1253721.37636972,0.176669721240885,87,20190706_T03_N_87.mat
20201024,T01_X,98.557886,142028.271450927,0.0200198357430763,37,20201024_T01_X_N_37.mat
20221112,T04,149.910309344459,289948.060192559,0.0010679907830583,50,20221112_T04_N_50.mat
20190706,T02,110.862046864129,731153.578912399,0.0594826064685135,51,20190706_T02_N_51.mat
20231118,T01,197.040751937259,760404.648988258,0.0027289924315024,15,20231118_T01_N_15.mat
20221112,T04,200.682682124327,1545249.47239397,0.117451311617798,4,20221112_T04_N_04.mat
20231118,T10,179.359973238178,1738658.29826298,0.0042015535734161,6,20231118_T10_N_06.mat
20231118,T01,197.787284535686,606299.311723591,0.0054244384244032,24,20231118_T01_N_24.mat
20201024,T01_Y,102.32094,427866.760180042,0.207673074225608,44,20201024_T01_Y_N_44.mat
20190706,T03,86.9328823596975,967870.677646437,0.0914533081568646,81,20190706_T03_N_81.mat
20231118,T01,235.831910317498,910104.530266452,0.0110774790082188,26,20231118_T01_N_26.mat
20201024,T01_X,90.014516,521837.248292475,0.326221160514031,26,20201024_T01_X_N_26.mat
20221112,T01,206.997739097259,617458.80107208,0.0008807885964781,10,20221112_T01_N_10.mat
20201024,T01_X,96.920703,169297.001464505,0.0214006776623114,29,20201024_T01_X_N_29.mat
20201024,T01_Y,96.920703,169297.001464505,0.0214006776623114,29,20201024_T01_Y_N_29.mat
20190706,T01,190.498649976395,450434.136203724,0.0363152305360214,47,20190706_T01_N_47.mat
20201024,T01_Y,110.20199,1351785.76063597,1.11154417012541,24,20201024_T01_Y_N_24.mat
20201024,T01_Z,116.50243,239042.756800749,0.0597992260431186,2,20201024_T01_Z_N_02.mat
20231216,T53,134.546623921973,2081137.65862471,0.0418666448313318,4,20231216_T53_N_04.mat
20190706,T03,79.5660041952239,944913.480773599,0.152630342686887,74,20190706_T03_N_74.mat
20190706,T03,67.8616434612053,2035098.26092455,0.181344329999541,8,20190706_T03_N_08.mat
20231216,T53,82.0942939769292,7020687.08851114,3.56256133880873,49,20231216_T53_N_49.mat
20231118,T03,103.617628698016,5034106.00518821,8.34760916925095,9,20231118_T03_N_09.mat
20190706,T02,46.8391501072568,373355.150518014,0.031711874627739,14,20190706_T02_N_14.mat
20190706,T01,141.640524149886,711867.599950435,0.0216027808997083,60,20190706_T01_N_60.mat
20231118,T10,174.942847810363,1695840.09506588,0.0019556555647583,35,20231118_T10_N_35.mat
20221112,T03,257.306583204627,721465.138436336,0.0094270198513023,35,20221112_T03_N_35.mat
20190706,T02,79.7028456937196,477145.22119964,0.006285877801281,7,20190706_T02_N_07.mat
20221112,T01,285.97952345974,1768242.37894299,0.0091990720144727,30,20221112_T01_N_30.mat
20231118,T03,190.628657281637,14678338.4081507,0.563791300803323,29,20231118_T03_N_29.mat
20231118,T03,137.947914000176,1062194.00234327,2.29974232626893,58,20231118_T03_N_58.mat
20231118,T02,129.541126508148,15808707.9603118,1.31280298081415,50,20231118_T02_N_50.mat
20190706,T02,153.459537599857,2174398.26543594,0.627879610877772,76,20190706_T02_N_76.mat
20190706,T02,110.14488102323,337009.206815779,0.0198814257060705,86,20190706_T02_N_86.mat
20201024,T01_X,128.70743,302408.709678682,0.262913945181823,23,20201024_T01_X_N_23.mat
20231216,T53,169.128154957189,3922384.13553418,1.02567136860591,26,20231216_T53_N_26.mat
20190706,T01,207.681223913757,758397.616371268,0.0213028471114967,58,20190706_T01_N_58.mat
20231216,T53,98.0111379567988,2124410.31102291,0.0418651625505141,18,20231216_T53_N_18.mat
20190706,T02,132.29063184993,3171528.39367136,0.569109557337527,56,20190706_T02_N_56.mat
20190706,T02,108.784483766057,826766.75041311,0.0331984548667733,31,20190706_T02_N_31.mat
20231118,T02,193.181555685319,470385.977146425,0.0472687238365375,24,20231118_T02_N_24.mat
20231118,T03,69.6965922911583,850550.788818816,1.19852852877772,32,20231118_T03_N_32.mat
20190706,T02,95.7525750675304,883583.285439513,0.0600253389495481,92,20190706_T02_N_92.mat
20221112,T04,232.437551139733,8970052.78087743,0.0094199192940555,39,20221112_T04_N_39.mat
20190706,T01,150.674211685027,387528.056119358,0.0153000311150423,51,20190706_T01_N_51.mat
20201024,T01_Y,177.68609,334084.992393884,0.323740776850755,16,20201024_T01_Y_N_16.mat
20221112,T01,207.456574241644,4214141.2754596,0.019357113569744,33,20221112_T01_N_33.mat
20231216,T53,97.9350524074881,845099.293508939,0.0461612261829799,38,20231216_T53_N_38.mat
20221112,T03,125.290918424475,452365.512177476,0.0014390309199851,46,20221112_T03_N_46.mat
20201024,T01_X,144.16011,2300435.04996087,2.65433927422512,40,20201024_T01_X_N_40.mat
20201024,T01_Y,129.50712,296705.035802593,0.060765807026672,28,20201024_T01_Y_N_28.mat
20231118,T10,173.968387932981,671365.540684464,0.0190500568746246,30,20231118_T10_N_30.mat
20190706,T02,91.1197519190947,228045.213866766,0.0155560884882801,49,20190706_T02_N_49.mat
20221112,T01,133.499969963264,1027443.49600169,0.0451597803628305,57,20221112_T01_N_57.mat
20201024,T01_Z,101.69604,493802.989395491,0.131517206787643,1,20201024_T01_Z_N_01.mat
20221112,T04,137.20819806595,265380.35339735,0.0009728736060061,27,20221112_T04_N_27.mat
20190706,T02,104.948865961306,301912.315272428,0.050619663124543,48,20190706_T02_N_48.mat
20201024,T01_Z,95.962047,436754.318242114,0.0530135124654045,30,20201024_T01_Z_N_30.mat
20221112,T03,340.605636657283,5831897.99159715,0.312556865377429,16,20221112_T03_N_16.mat
20190706,T03,137.186988696312,7777377.07734308,8.43166514804405,76,20190706_T03_N_76.mat
20201024,T01_X,90.392512,135383.201174034,0.017790155538547,39,20201024_T01_X_N_39.mat
20190706,T01,129.324687262152,1331620.81722253,0.0242590356281974,20,20190706_T01_N_20.mat
20190706,T02,96.5104597590284,580943.565128806,0.101139116447923,79,20190706_T02_N_79.mat
20231118,T02,173.229505157176,6685141.00602882,0.964744500374262,47,20231118_T02_N_47.mat
20201024,T01_X,101.14636,1542459.50533842,0.728324966609756,31,20201024_T01_X_N_31.mat
20201024,T01_Z,83.680816,325053.735474364,0.100907683239961,21,20201024_T01_Z_N_21.mat
20231118,T02,194.233188351013,1187988.25337556,0.0992702793885812,28,20231118_T02_N_28.mat
20201024,T01_Z,155.47609,1624808.65903484,0.0492552270083457,38,20201024_T01_Z_N_38.mat
20221112,T04,174.622977518944,425196.906718506,0.0015891149813092,3,20221112_T04_N_03.mat
20190706,T01,114.488034868291,1065760.82045868,0.0406589747245201,39,20190706_T01_N_39.mat
20190706,T02,68.1858550064624,166547.620050263,0.0053552276395183,82,20190706_T02_N_82.mat
20190706,T03,158.595189091965,2051517.61612456,0.333776982332691,58,20190706_T03_N_58.mat
20231118,T02,189.05220828385,4603312.53725617,0.358864980246291,63,20231118_T02_N_63.mat
20221112,T04,147.570918424475,359326.69873808,0.0023102835882742,46,20221112_T04_N_46.mat
20231118,T01,199.074875170124,385039.38882564,0.047454675124186,59,20231118_T01_N_59.mat
20231118,T03,179.824500491451,873650.178235854,0.143661308180009,23,20231118_T03_N_23.mat
20190706,T02,114.298431586231,408474.007393501,0.0209728307429982,61,20190706_T02_N_61.mat
20201024,T01_X,96.443898,136000.916309894,0.0166171862638417,6,20201024_T01_X_N_06.mat
20221112,T03,161.050309344504,289948.060192559,0.0018687760792433,50,20221112_T03_N_50.mat
20190706,T01,118.131641708157,206789.78071283,0.0038747011372607,18,20190706_T01_N_18.mat
20190706,T02,123.741510286655,359819.833974914,0.00945656436654,34,20190706_T02_N_34.mat
20201024,T01_X,81.150853,744220.398896985,0.340755705637316,41,20201024_T01_X_N_41.mat
20190706,T03,43.0302471681287,457620.569048238,0.0150360887024541,68,20190706_T03_N_68.mat
20231216,T53,89.8933965964747,2223948.17525899,0.367946627695053,8,20231216_T53_N_08.mat
20231216,T53,115.006525454796,1059119.61431457,0.0299241954625908,16,20231216_T53_N_16.mat
20190706,T03,139.325456578237,4550722.30702205,0.577176524998789,3,20190706_T03_N_03.mat
20190706,T02,89.1859240895396,238256.248215667,0.0186730233739593,22,20190706_T02_N_22.mat
20231118,T02,192.703345733799,2960587.91627692,0.0747320626747995,48,20231118_T02_N_48.mat
20190706,T02,102.072471179488,435918.022658063,0.037609286154889,87,20190706_T02_N_87.mat
20201024,T01_X,135.45968,879204.664871874,0.289192538142516,20,20201024_T01_X_N_20.mat
20231118,T02,189.6095341933,1459986.62949675,1.07778118846846,9,20231118_T02_N_09.mat
20231118,T01,215.605403281088,1318707.10992681,0.0023989204883073,20,20231118_T01_N_20.mat
20231118,T01,194.537775056672,750745.351418615,0.0570908648565068,31,20231118_T01_N_31.mat
20221112,T04,147.386503890858,451800.205843114,0.0010980734363696,60,20221112_T04_N_60.mat
20221112,T04,271.23795119474,1317768.62306301,0.0175879870186187,40,20221112_T04_N_40.mat
20221112,T03,198.827951194747,3310085.12414104,0.191156769267691,40,20221112_T03_N_40.mat
20231216,T53,83.0989951854092,435156.105575857,0.0059551772028141,34,20231216_T53_N_34.mat
20190706,T01,194.563281059302,699823.112328271,0.034988305120703,46,20190706_T01_N_46.mat
20231118,T10,80.5232885567896,2468369.72074881,0.0485621816696638,3,20231118_T10_N_03.mat
20190706,T02,71.3068892052991,150691.152463321,0.0010520408197261,64,20190706_T02_N_64.mat
20231118,T01,180.231756147468,6955366.53826268,0.352223347269651,50,20231118_T01_N_50.mat
20190706,T02,89.8086434208807,497836.634876177,0.0666773096690133,78,20190706_T02_N_78.mat
20190706,T01,320.450849793597,1142992.7776044,0.0365069276561639,17,20190706_T01_N_17.mat
20221112,T03,216.922453737109,305508.43951082,0.0018754040990543,34,20221112_T03_N_34.mat
20190706,T01,136.686730723203,251174.963445571,0.0020338848160592,49,20190706_T01_N_49.mat
20231216,T53,90.3817150259724,3408597.04781173,0.0863742466561733,22,20231216_T53_N_22.mat
20231118,T03,43.6547932877934,13381988.2233376,2.03258350529717,63,20231118_T03_N_63.mat
20221112,T03,384.941155282545,537741.76023689,0.0133085694477504,38,20221112_T03_N_38.mat
20221112,T04,277.55319538552,850814.609867207,0.011894420022448,61,20221112_T04_N_61.mat
20221112,T03,152.342977518944,268281.111144301,0.0035176982631788,3,20221112_T03_N_03.mat
20201024,T01_X,116.50243,239042.756800749,0.0597992260431186,2,20201024_T01_X_N_02.mat
20221112,T04,250.342453737109,767402.503918895,0.0014226095861089,34,20221112_T04_N_34.mat
20190706,T03,144.737226351119,1164484.17115149,0.236664533057659,38,20190706_T03_N_38.mat
