Date,St,R,Mo,Es,N,FileName,test_Mo,test_Es
20201024,T01_Z,130.89717,169850.067979945,0.0467170605863463,25,20201024_T01_Z_N_25.mat,279788.42258796294,0.03445153500899806
20190706,T01,145.518752517049,300373.398554443,0.0082884117326786,67,20190706_T01_N_67.mat,332023.79568138375,0.009060920194677045
20221112,T03,201.191188802072,362379.484760405,0.005198661950122,18,20221112_T03_N_18.mat,409591.9742308399,0.0052835274916753355
20190706,T01,124.105145254136,133845.500625482,0.0012407811707006,68,20190706_T01_N_68.mat,349220.294022724,0.003472849700564872
20231216,T53,83.5545385315272,526165.588585412,0.0028019744514237,35,20231216_T53_N_35.mat,384498.4929481534,0.004555070731510284
20231118,T03,65.3734730376163,633709.569259285,0.0344183040195347,43,20231118_T03_N_43.mat,469235.9591867125,0.058609528942850826
20190706,T01,146.693926720527,305124.233914394,0.0111187767223498,87,20190706_T01_N_87.mat,284983.85199858824,0.006616801128828269
20231118,T10,197.091349378911,9575385.55886698,0.108563931700711,29,20231118_T10_N_29.mat,5382948.19630573,0.08424708365383189
20221112,T04,130.666136736147,504256.793899868,0.0302784587474826,64,20221112_T04_N_64.mat,541505.1269642627,0.03162426343334847
20221112,T01,96.2376873846569,1634816.82038844,0.128370364153177,54,20221112_T01_N_54.mat,1490912.5366064387,0.13388126617782736
20190706,T03,245.505606165551,3316055.13034203,1.60051001481774,88,20190706_T03_N_88.mat,1174912.5133507017,1.952124970936047
20221112,T01,134.36727166845,1139901.16559161,0.151303028803764,11,20221112_T01_N_11.mat,1178051.859425843,0.12155161281102014
20201024,T01_Y,139.04102,226712.370617038,0.0441805927631108,9,20201024_T01_Y_N_09.mat,146948.27424552644,0.009347209337806231
20190706,T03,97.1609000229215,10493509.9129962,4.61670708919205,93,20190706_T03_N_93.mat,12817489.76275448,2.2483039908460323
20221112,T01,113.95613673615,504256.793899868,0.0153813894059358,64,20221112_T01_N_64.mat,630007.979080715,0.01713966938885878
20190706,T03,81.9849524771024,676945.967873111,0.0661206036879608,23,20190706_T03_N_23.mat,751891.5167642956,0.07238671321354717
20221112,T01,78.9456127028977,959803.96618871,0.12064065286191,12,20221112_T01_N_12.mat,677424.9967922589,0.05344132001558288
20231216,T53,103.772054897398,13195794.9230024,13.2104481602942,45,20231216_T53_N_45.mat,11119183.918516614,4.88481958264688
20201024,T01_X,104.0865,359884.54386427,0.235391182727024,5,20201024_T01_X_N_05.mat,308605.56272892084,0.11451693916722502
20221112,T04,180.955826871664,440617.030654938,0.0012720206197956,6,20221112_T04_N_06.mat,769587.4696693886,0.002991131737159401
20190706,T02,72.86240441322,231292.444281612,0.007233521521278,75,20190706_T02_N_75.mat,202658.72896858575,0.007304122541806558
