F	D
68.359375	-28.014314
78.125000	-27.291206
87.890625	-28.464378
97.656250	-28.347796
107.421875	-28.173077
117.187500	-28.031141
126.953125	-27.619617
136.718750	-27.882577
146.484375	-27.745093
156.250000	-27.948442
166.015625	-28.118541
175.781250	-27.755078
185.546875	-28.530940
195.312500	-28.739095
205.078125	-28.772457
214.843750	-28.218953
224.609375	-28.119030
234.375000	-27.763101
244.140625	-27.945977
253.906250	-28.703523
263.671875	-27.988077
273.437500	-27.865477
283.203125	-27.551964
292.968750	-27.406436
302.734375	-27.206233
312.500000	-27.323512
322.265625	-27.525401
332.031250	-27.742048
341.796875	-28.083811
351.562500	-27.790423
361.328125	-27.784340
371.093750	-27.404547
380.859375	-27.020280
390.625000	-26.996390
400.390625	-26.975553
410.156250	-27.173698
419.921875	-27.261300
429.687500	-27.314031
439.453125	-27.219216
449.218750	-27.169784
458.984375	-26.927367
468.750000	-26.969986
478.515625	-26.911210
488.281250	-26.968884
498.046875	-27.059123
507.812500	-27.141564
517.578125	-26.988251
527.343750	-26.644378
537.109375	-26.258960
546.875000	-26.070730
556.640625	-26.158957
566.406250	-26.729910
576.171875	-27.425939
585.937500	-27.070758
595.703125	-26.534038
605.468750	-26.037444
615.234375	-26.398268
625.000000	-26.562683
634.765625	-26.760274
644.531250	-27.263038
654.296875	-27.725720
664.062500	-28.180409
673.828125	-27.918335
683.593750	-27.753076
693.359375	-27.677295
703.125000	-27.777958
712.890625	-27.876860
722.656250	-28.042681
732.421875	-28.355815
742.187500	-28.196192
751.953125	-28.352566
761.718750	-28.318104
771.484375	-28.163639
781.250000	-28.317443
791.015625	-28.511484
800.781250	-28.793740
810.546875	-29.391288
820.312500	-29.192397
830.078125	-29.517245
839.843750	-29.244627
849.609375	-28.961579
859.375000	-28.878362
869.140625	-28.835043
878.906250	-28.588328
888.671875	-28.158101
898.437500	-28.086885
908.203125	-27.921228
917.968750	-27.837887
927.734375	-27.724605
937.500000	-27.659514
947.265625	-27.513300
957.031250	-27.421513
966.796875	-27.508470
976.562500	-27.789964
986.328125	-28.234385
996.093750	-28.582168
1005.859375	-28.142840
1015.625000	-28.220612
1025.390625	-28.383127
1035.156250	-28.182037
1044.921875	-28.079212
1054.687500	-27.841496
1064.453125	-27.875206
1074.218750	-27.841209
1083.984375	-28.103417
1093.750000	-28.405821
1103.515625	-28.746663
1113.281250	-28.603120
1123.046875	-28.400327
1132.812500	-27.908781
1142.578125	-27.921225
1152.343750	-27.930099
1162.109375	-27.419784
1171.875000	-27.523088
1181.640625	-28.428302
1191.406250	-29.074677
1201.171875	-29.199843
1210.937500	-29.737655
1220.703125	-29.740255
1230.468750	-30.093418
1240.234375	-30.650659
1250.000000	-30.158553
1259.765625	-30.040786
1269.531250	-30.415382
1279.296875	-30.824667
1289.062500	-31.840126
1298.828125	-32.250001
1308.593750	-31.317587
1318.359375	-31.965959
1328.125000	-31.878136
1337.890625	-29.861072
1347.656250	-29.992174
1357.421875	-30.853365
1367.187500	-30.576006
1376.953125	-31.758839
1386.718750	-31.648842
1396.484375	-31.331168
1406.250000	-31.670984
1416.015625	-32.768529
1425.781250	-33.785129
1435.546875	-31.726447
1445.312500	-31.444634
1455.078125	-31.609228
1464.843750	-31.960845
1474.609375	-31.975187
1484.375000	-31.611218
1494.140625	-31.765135
1503.906250	-32.148952
1513.671875	-32.323497
1523.437500	-32.341898
1533.203125	-32.215762
1542.968750	-32.346696
1552.734375	-33.177543
1562.500000	-32.460838
1572.265625	-31.692276
1582.031250	-32.074548
1591.796875	-31.809434
1601.562500	-32.334987
1611.328125	-31.539197
1621.093750	-31.814092
1630.859375	-32.677061
1640.625000	-32.589183
1650.390625	-33.679385
1660.156250	-32.737039
1669.921875	-32.564819
1679.687500	-32.835760
1689.453125	-32.918149
1699.218750	-34.402956
1708.984375	-33.242120
1718.750000	-33.178760
1728.515625	-33.207924
1738.281250	-32.856052
1748.046875	-33.005489
1757.812500	-33.757717
1767.578125	-33.536987
1777.343750	-32.958667
1787.109375	-33.137387
1796.875000	-33.976279
1806.640625	-33.520908
1816.406250	-34.721538
1826.171875	-33.657721
1835.937500	-33.488257
1845.703125	-35.076357
1855.468750	-33.952616
1865.234375	-34.404027
1875.000000	-34.766005
1884.765625	-34.166527
1894.531250	-34.001862
1904.296875	-36.365402
1914.062500	-34.222286
1923.828125	-34.080990
1933.593750	-34.404835
1943.359375	-34.781615
1953.125000	-35.150527
1962.890625	-34.006576
1972.656250	-34.913761
1982.421875	-34.006006
1992.187500	-35.185177
2001.953125	-34.242205
