F	D
68.359375	-28.543171
78.125000	-27.351081
87.890625	-27.736268
97.656250	-28.772455
107.421875	-28.517222
117.187500	-28.460248
126.953125	-27.795244
136.718750	-28.509232
146.484375	-28.722955
156.250000	-29.641809
166.015625	-28.245862
175.781250	-29.202412
185.546875	-28.550692
195.312500	-28.685858
205.078125	-28.884172
214.843750	-29.851782
224.609375	-28.748431
234.375000	-28.391238
244.140625	-28.832242
253.906250	-29.088811
263.671875	-30.802690
273.437500	-29.394077
283.203125	-28.312406
292.968750	-28.897839
302.734375	-30.432915
312.500000	-29.149232
322.265625	-28.722079
332.031250	-29.165936
341.796875	-29.294640
351.562500	-29.334480
361.328125	-29.077952
371.093750	-28.945059
380.859375	-30.017725
390.625000	-29.482027
400.390625	-29.028780
410.156250	-29.655095
419.921875	-30.964791
429.687500	-29.638283
439.453125	-29.833785
449.218750	-31.716758
458.984375	-30.304624
468.750000	-29.849013
478.515625	-29.591112
488.281250	-29.699870
498.046875	-30.424919
507.812500	-30.547251
517.578125	-29.632931
527.343750	-30.034257
537.109375	-29.394605
546.875000	-29.468357
556.640625	-29.978140
566.406250	-29.955350
576.171875	-29.919121
585.937500	-30.992801
595.703125	-30.101179
605.468750	-31.044128
615.234375	-30.311252
625.000000	-30.118131
634.765625	-29.773976
644.531250	-29.752036
654.296875	-28.931278
664.062500	-28.908990
673.828125	-29.277870
683.593750	-29.818570
693.359375	-30.632303
703.125000	-30.790633
712.890625	-30.450861
722.656250	-29.984925
732.421875	-30.036584
742.187500	-29.857429
751.953125	-29.940119
761.718750	-30.418123
771.484375	-30.407919
781.250000	-31.016059
791.015625	-31.005967
800.781250	-31.063497
810.546875	-31.505815
820.312500	-30.840270
830.078125	-31.520911
839.843750	-31.450739
849.609375	-31.250723
859.375000	-32.059775
869.140625	-31.643236
878.906250	-31.261620
888.671875	-31.892008
898.437500	-31.105640
908.203125	-31.368354
917.968750	-31.111962
927.734375	-31.469662
937.500000	-32.136101
947.265625	-31.097240
957.031250	-31.546990
966.796875	-32.891249
976.562500	-31.192501
986.328125	-31.418698
996.093750	-32.063231
1005.859375	-31.579931
1015.625000	-31.399231
1025.390625	-30.953202
1035.156250	-31.477535
1044.921875	-32.992117
1054.687500	-31.249933
1064.453125	-31.598582
1074.218750	-31.735012
1083.984375	-32.314116
1093.750000	-31.187169
1103.515625	-31.373103
1113.281250	-31.133355
1123.046875	-30.910534
1132.812500	-32.503196
1142.578125	-31.156493
1152.343750	-30.965070
1162.109375	-31.141301
1171.875000	-32.075384
1181.640625	-31.477812
1191.406250	-32.347326
1201.171875	-31.978031
1210.937500	-32.001506
1220.703125	-32.244786
1230.468750	-31.596686
1240.234375	-32.216328
1250.000000	-32.477698
1259.765625	-33.494383
1269.531250	-33.078595
1279.296875	-33.145010
1289.062500	-32.990351
1298.828125	-33.287251
1308.593750	-33.304555
1318.359375	-32.454352
1328.125000	-32.804229
1337.890625	-32.357228
1347.656250	-32.523966
1357.421875	-32.827973
1367.187500	-32.255832
1376.953125	-33.795653
1386.718750	-33.155993
1396.484375	-32.241849
1406.250000	-32.441909
1416.015625	-32.200669
1425.781250	-31.809711
1435.546875	-35.676434
1445.312500	-32.026650
1455.078125	-33.300811
1464.843750	-32.987739
1474.609375	-34.801024
1484.375000	-31.857748
1494.140625	-31.745006
1503.906250	-32.031760
1513.671875	-31.977223
1523.437500	-32.408617
1533.203125	-33.592940
1542.968750	-33.275509
1552.734375	-32.629691
1562.500000	-33.213093
1572.265625	-32.754085
1582.031250	-32.622341
1591.796875	-32.277497
1601.562500	-32.277868
1611.328125	-32.767297
1621.093750	-32.418017
1630.859375	-33.428503
1640.625000	-33.411831
1650.390625	-32.486502
1660.156250	-32.887294
1669.921875	-33.246289
1679.687500	-31.909339
1689.453125	-34.371807
1699.218750	-32.044257
1708.984375	-33.601144
1718.750000	-31.737165
1728.515625	-31.323370
1738.281250	-32.102793
1748.046875	-32.691655
1757.812500	-33.461482
1767.578125	-33.519891
1777.343750	-33.720353
1787.109375	-33.680152
1796.875000	-33.827955
1806.640625	-33.207087
1816.406250	-34.163994
1826.171875	-35.138580
1835.937500	-33.880319
1845.703125	-33.487235
1855.468750	-34.370967
1865.234375	-34.763324
1875.000000	-33.796782
1884.765625	-33.424552
1894.531250	-34.478557
1904.296875	-33.745464
1914.062500	-33.605256
1923.828125	-34.422168
1933.593750	-34.614605
1943.359375	-35.581480
1953.125000	-34.386214
1962.890625	-35.030892
1972.656250	-34.457292
1982.421875	-35.916359
1992.187500	-36.302653
2001.953125	-35.005974
