F	D
68.359375	-25.511050
78.125000	-25.967853
87.890625	-29.748898
97.656250	-26.781467
107.421875	-26.447344
117.187500	-26.345018
126.953125	-27.451647
136.718750	-27.483495
146.484375	-28.125476
156.250000	-26.955746
166.015625	-27.056741
175.781250	-29.458109
185.546875	-28.149646
195.312500	-27.930099
205.078125	-27.281679
214.843750	-28.276521
224.609375	-27.793477
234.375000	-28.217931
244.140625	-27.606998
253.906250	-27.242954
263.671875	-27.554153
273.437500	-27.229083
283.203125	-27.453154
292.968750	-28.095224
302.734375	-27.772652
312.500000	-27.086493
322.265625	-26.961692
332.031250	-27.708494
341.796875	-27.692041
351.562500	-27.441224
361.328125	-27.628448
371.093750	-27.044977
380.859375	-27.411006
390.625000	-27.463069
400.390625	-27.582544
410.156250	-27.781954
419.921875	-27.879421
429.687500	-28.119177
439.453125	-28.437759
449.218750	-29.164958
458.984375	-27.608883
468.750000	-27.521036
478.515625	-28.296577
488.281250	-27.687321
498.046875	-27.500893
507.812500	-27.125580
517.578125	-27.101294
527.343750	-27.386720
537.109375	-26.745701
546.875000	-25.675011
556.640625	-26.439725
566.406250	-26.781096
576.171875	-26.922269
585.937500	-26.735335
595.703125	-25.891112
605.468750	-26.168651
615.234375	-26.356384
625.000000	-27.058711
634.765625	-28.509710
644.531250	-28.117798
654.296875	-27.768284
664.062500	-28.475160
673.828125	-28.123690
683.593750	-27.787579
693.359375	-27.942530
703.125000	-28.050751
712.890625	-27.624840
722.656250	-27.396465
732.421875	-27.394289
742.187500	-27.486128
751.953125	-29.354092
761.718750	-28.379230
771.484375	-27.629634
781.250000	-27.329413
791.015625	-27.100445
800.781250	-27.294847
810.546875	-27.607994
820.312500	-27.850119
830.078125	-27.934827
839.843750	-27.822382
849.609375	-27.950046
859.375000	-28.092165
869.140625	-27.430616
878.906250	-27.748758
888.671875	-30.159639
898.437500	-27.554443
908.203125	-27.153082
917.968750	-27.211418
927.734375	-28.109861
937.500000	-28.731158
947.265625	-28.530136
957.031250	-27.695377
966.796875	-27.691832
976.562500	-27.712979
986.328125	-27.252820
996.093750	-26.804161
1005.859375	-26.433104
1015.625000	-26.805132
1025.390625	-27.521452
1035.156250	-27.043804
1044.921875	-27.265933
1054.687500	-28.107034
1064.453125	-28.752182
1074.218750	-28.069818
1083.984375	-28.722379
1093.750000	-28.968573
1103.515625	-28.441414
1113.281250	-28.454510
1123.046875	-28.398991
1132.812500	-28.881894
1142.578125	-28.446930
1152.343750	-28.581143
1162.109375	-28.579562
1171.875000	-28.982491
1181.640625	-29.854556
1191.406250	-29.604893
1201.171875	-29.484675
1210.937500	-29.571178
1220.703125	-29.629968
1230.468750	-29.910363
1240.234375	-30.474881
1250.000000	-30.478404
1259.765625	-30.264622
1269.531250	-30.819671
1279.296875	-31.910526
1289.062500	-31.942324
1298.828125	-32.432882
1308.593750	-32.229138
1318.359375	-31.878874
1328.125000	-30.958082
1337.890625	-29.952557
1347.656250	-30.054216
1357.421875	-32.794214
1367.187500	-30.966465
1376.953125	-31.373650
1386.718750	-31.213611
1396.484375	-31.670587
1406.250000	-32.568520
1416.015625	-31.663666
1425.781250	-31.671509
1435.546875	-31.510776
1445.312500	-31.206204
1455.078125	-32.093042
1464.843750	-32.378739
1474.609375	-32.021351
1484.375000	-31.793058
1494.140625	-31.789832
1503.906250	-31.278618
1513.671875	-31.236248
1523.437500	-31.350428
1533.203125	-31.104995
1542.968750	-31.354197
1552.734375	-30.922770
1562.500000	-30.729758
1572.265625	-30.549328
1582.031250	-30.795601
1591.796875	-30.506851
1601.562500	-30.232771
1611.328125	-30.173607
1621.093750	-31.039770
1630.859375	-31.490799
1640.625000	-31.887429
1650.390625	-31.568990
1660.156250	-31.331761
1669.921875	-31.774454
1679.687500	-31.948414
1689.453125	-31.619851
1699.218750	-31.592700
1708.984375	-31.712083
1718.750000	-31.799539
1728.515625	-31.192532
1738.281250	-30.965245
1748.046875	-30.592136
1757.812500	-30.429809
1767.578125	-31.039954
1777.343750	-30.785616
1787.109375	-30.764307
1796.875000	-31.064281
1806.640625	-31.597095
1816.406250	-31.861512
1826.171875	-31.223253
1835.937500	-31.080102
1845.703125	-31.288880
1855.468750	-31.267837
1865.234375	-31.613376
1875.000000	-32.430132
1884.765625	-32.722101
1894.531250	-32.141240
1904.296875	-31.775355
1914.062500	-31.946055
1923.828125	-32.085056
1933.593750	-32.766441
1943.359375	-32.361787
1953.125000	-32.584680
1962.890625	-32.675609
1972.656250	-32.308014
1982.421875	-32.075638
1992.187500	-32.388487
2001.953125	-32.677288
