F	D
68.359375	-27.024043
78.125000	-27.901249
87.890625	-28.350861
97.656250	-27.559281
107.421875	-27.888758
117.187500	-28.015886
126.953125	-28.926510
136.718750	-28.407745
146.484375	-27.926544
156.250000	-27.621611
166.015625	-28.391840
175.781250	-27.686708
185.546875	-27.420905
195.312500	-28.435860
205.078125	-27.446052
214.843750	-27.384260
224.609375	-27.803030
234.375000	-28.082995
244.140625	-28.020757
253.906250	-28.298057
263.671875	-27.964444
273.437500	-27.103846
283.203125	-27.945721
292.968750	-27.659104
302.734375	-28.491460
312.500000	-26.823427
322.265625	-26.604274
332.031250	-27.679885
341.796875	-28.322789
351.562500	-27.424969
361.328125	-27.505584
371.093750	-27.460275
380.859375	-27.221764
390.625000	-27.789427
400.390625	-28.106559
410.156250	-27.897525
419.921875	-27.612455
429.687500	-27.091276
439.453125	-27.202810
449.218750	-27.339742
458.984375	-28.359335
468.750000	-28.429162
478.515625	-28.694496
488.281250	-27.873721
498.046875	-28.035430
507.812500	-28.009938
517.578125	-26.799949
527.343750	-26.531894
537.109375	-26.338451
546.875000	-26.292566
556.640625	-26.334491
566.406250	-26.455838
576.171875	-26.115595
585.937500	-25.970546
595.703125	-26.799632
605.468750	-26.219685
615.234375	-26.683656
625.000000	-27.232193
634.765625	-28.179013
644.531250	-28.287330
654.296875	-28.359529
664.062500	-28.672627
673.828125	-28.539357
683.593750	-28.445876
693.359375	-28.174593
703.125000	-28.033844
712.890625	-27.914856
722.656250	-27.910436
732.421875	-28.223025
742.187500	-29.060917
751.953125	-27.877815
761.718750	-28.264244
771.484375	-28.206928
781.250000	-28.526911
791.015625	-31.001240
800.781250	-28.976452
810.546875	-27.913304
820.312500	-27.767605
830.078125	-27.522067
839.843750	-28.000760
849.609375	-27.587457
859.375000	-27.524851
869.140625	-27.591791
878.906250	-27.378417
888.671875	-26.995954
898.437500	-26.741785
908.203125	-26.597499
917.968750	-26.757468
927.734375	-26.853789
937.500000	-27.032395
947.265625	-27.113558
957.031250	-26.856601
966.796875	-26.962047
976.562500	-26.961290
986.328125	-26.962570
996.093750	-26.812666
1005.859375	-26.625216
1015.625000	-26.689391
1025.390625	-26.986476
1035.156250	-26.692542
1044.921875	-26.556354
1054.687500	-26.652688
1064.453125	-26.994672
1074.218750	-27.263017
1083.984375	-27.576791
1093.750000	-28.195612
1103.515625	-28.034982
1113.281250	-27.923808
1123.046875	-28.141160
1132.812500	-28.967477
1142.578125	-29.501540
1152.343750	-29.557247
1162.109375	-29.022351
1171.875000	-29.205669
1181.640625	-28.994610
1191.406250	-29.019182
1201.171875	-28.966923
1210.937500	-28.969636
1220.703125	-29.001930
1230.468750	-29.412619
1240.234375	-30.120185
1250.000000	-30.883003
1259.765625	-31.960389
1269.531250	-31.188972
1279.296875	-31.913044
1289.062500	-31.952315
1298.828125	-31.038853
1308.593750	-31.336319
1318.359375	-31.078047
1328.125000	-31.074996
1337.890625	-31.071537
1347.656250	-30.891075
1357.421875	-31.263685
1367.187500	-30.691705
1376.953125	-31.887931
1386.718750	-31.580061
1396.484375	-33.520807
1406.250000	-33.173447
1416.015625	-33.224643
1425.781250	-32.698532
1435.546875	-31.944147
1445.312500	-32.177740
1455.078125	-32.788377
1464.843750	-32.848099
1474.609375	-31.983865
1484.375000	-31.476104
1494.140625	-31.170559
1503.906250	-31.000293
1513.671875	-30.677565
1523.437500	-30.527773
1533.203125	-30.328646
1542.968750	-30.424911
1552.734375	-30.177284
1562.500000	-30.149668
1572.265625	-30.720232
1582.031250	-30.971737
1591.796875	-30.742489
1601.562500	-30.166987
1611.328125	-29.303127
1621.093750	-29.073918
1630.859375	-29.640032
1640.625000	-30.022685
1650.390625	-30.771553
1660.156250	-31.494443
1669.921875	-30.943017
1679.687500	-31.121161
1689.453125	-31.660869
1699.218750	-31.638548
1708.984375	-31.678734
1718.750000	-31.569791
1728.515625	-31.039143
1738.281250	-30.493691
1748.046875	-30.181488
1757.812500	-29.654437
1767.578125	-29.616024
1777.343750	-30.075790
1787.109375	-30.575873
1796.875000	-30.912242
1806.640625	-31.187443
1816.406250	-31.781501
1826.171875	-32.422151
1835.937500	-32.811911
1845.703125	-31.994438
1855.468750	-31.859430
1865.234375	-31.329464
1875.000000	-31.269465
1884.765625	-31.631555
1894.531250	-32.065819
1904.296875	-32.334877
1914.062500	-32.901340
1923.828125	-33.082938
1933.593750	-32.136658
1943.359375	-31.930651
1953.125000	-31.891697
1962.890625	-32.137078
1972.656250	-32.220706
1982.421875	-32.431658
1992.187500	-33.085133
2001.953125	-33.340712
