F	D
68.359375	-29.256894
78.125000	-27.877983
87.890625	-27.414575
97.656250	-28.406416
107.421875	-28.702371
117.187500	-28.308538
126.953125	-28.670345
136.718750	-27.991962
146.484375	-27.639884
156.250000	-28.200937
166.015625	-29.773694
175.781250	-28.217314
185.546875	-27.997835
195.312500	-28.452865
205.078125	-28.463441
214.843750	-28.973196
224.609375	-28.294100
234.375000	-29.913804
244.140625	-27.732326
253.906250	-27.708223
263.671875	-28.419326
273.437500	-29.508861
283.203125	-28.658637
292.968750	-28.083058
302.734375	-28.022159
312.500000	-28.968526
322.265625	-29.791172
332.031250	-28.949387
341.796875	-28.769206
351.562500	-29.462825
361.328125	-29.492052
371.093750	-28.741241
380.859375	-29.359906
390.625000	-29.866683
400.390625	-28.406917
410.156250	-27.923260
419.921875	-27.849672
429.687500	-27.894799
439.453125	-28.316300
449.218750	-29.033328
458.984375	-29.369307
468.750000	-29.686913
478.515625	-29.080138
488.281250	-29.558371
498.046875	-29.990928
507.812500	-29.420023
517.578125	-28.985718
527.343750	-28.529922
537.109375	-28.195220
546.875000	-28.053141
556.640625	-28.495387
566.406250	-29.435279
576.171875	-29.501130
585.937500	-28.690985
595.703125	-28.361828
605.468750	-28.629176
615.234375	-29.167629
625.000000	-28.741271
634.765625	-28.226079
644.531250	-28.724572
654.296875	-29.262769
664.062500	-29.639434
673.828125	-28.619750
683.593750	-28.719569
693.359375	-29.710287
703.125000	-28.102411
712.890625	-28.151555
722.656250	-28.713337
732.421875	-29.829892
742.187500	-29.677282
751.953125	-29.146526
761.718750	-29.886811
771.484375	-29.901782
781.250000	-32.607436
791.015625	-30.763050
800.781250	-30.543395
810.546875	-30.426540
820.312500	-30.806545
830.078125	-31.001396
839.843750	-30.447251
849.609375	-30.551331
859.375000	-29.993778
869.140625	-30.133922
878.906250	-30.154911
888.671875	-29.983535
898.437500	-29.886026
908.203125	-30.027390
917.968750	-30.164435
927.734375	-29.969301
937.500000	-29.998226
947.265625	-30.162361
957.031250	-30.165361
966.796875	-30.233837
976.562500	-30.421234
986.328125	-31.333671
996.093750	-31.527912
1005.859375	-31.337356
1015.625000	-31.311007
1025.390625	-31.559046
1035.156250	-32.253818
1044.921875	-31.949610
1054.687500	-31.597323
1064.453125	-31.730913
1074.218750	-31.148578
1083.984375	-31.734238
1093.750000	-31.857254
1103.515625	-30.898240
1113.281250	-30.523316
1123.046875	-30.450738
1132.812500	-30.945598
1142.578125	-31.264158
1152.343750	-31.218490
1162.109375	-33.426202
1171.875000	-31.771135
1181.640625	-31.084049
1191.406250	-30.914130
1201.171875	-31.036116
1210.937500	-31.264560
1220.703125	-31.275782
1230.468750	-32.784612
1240.234375	-32.363746
1250.000000	-32.309537
1259.765625	-32.239395
1269.531250	-31.886888
1279.296875	-31.653194
1289.062500	-31.821441
1298.828125	-33.404309
1308.593750	-31.462278
1318.359375	-31.218459
1328.125000	-32.141268
1337.890625	-32.541843
1347.656250	-32.521783
1357.421875	-32.032657
1367.187500	-32.096966
1376.953125	-32.385581
1386.718750	-33.622480
1396.484375	-33.032870
1406.250000	-32.993532
1416.015625	-32.572204
1425.781250	-32.327860
1435.546875	-32.322450
1445.312500	-33.020201
1455.078125	-33.970954
1464.843750	-33.261539
1474.609375	-32.922883
1484.375000	-32.306738
1494.140625	-32.394514
1503.906250	-32.779602
1513.671875	-33.046972
1523.437500	-33.128956
1533.203125	-33.142960
1542.968750	-32.322980
1552.734375	-32.423974
1562.500000	-32.818547
1572.265625	-32.870116
1582.031250	-33.342069
1591.796875	-32.756191
1601.562500	-32.481899
1611.328125	-32.581704
1621.093750	-32.503319
1630.859375	-33.077587
1640.625000	-33.643878
1650.390625	-33.311655
1660.156250	-33.090545
1669.921875	-32.653774
1679.687500	-32.986730
1689.453125	-33.856560
1699.218750	-33.322073
1708.984375	-33.157696
1718.750000	-33.528217
1728.515625	-33.417707
1738.281250	-32.536823
1748.046875	-32.541711
1757.812500	-32.744545
1767.578125	-32.914362
1777.343750	-33.318727
1787.109375	-33.555881
1796.875000	-32.856196
1806.640625	-32.764344
1816.406250	-33.126456
1826.171875	-34.168950
1835.937500	-34.175164
1845.703125	-34.996984
1855.468750	-35.508364
1865.234375	-34.066620
1875.000000	-33.937149
1884.765625	-34.105009
1894.531250	-33.306747
1904.296875	-33.030066
1914.062500	-33.072745
1923.828125	-33.421716
1933.593750	-34.271491
1943.359375	-33.886819
1953.125000	-33.894207
1962.890625	-34.315087
1972.656250	-34.634738
1982.421875	-34.168039
1992.187500	-34.186146
2001.953125	-34.611645
