F	D
68.359375	-27.825929
78.125000	-27.219140
87.890625	-26.848505
97.656250	-27.480831
107.421875	-28.044775
117.187500	-28.162039
126.953125	-27.497834
136.718750	-27.719725
146.484375	-27.745539
156.250000	-29.245962
166.015625	-27.727179
175.781250	-27.993213
185.546875	-27.890382
195.312500	-27.810486
205.078125	-28.314639
214.843750	-28.148560
224.609375	-28.288385
234.375000	-28.437504
244.140625	-28.642827
253.906250	-28.528810
263.671875	-28.326634
273.437500	-27.794711
283.203125	-27.940089
292.968750	-29.637701
302.734375	-28.097170
312.500000	-28.531471
322.265625	-30.191887
332.031250	-29.133227
341.796875	-28.226323
351.562500	-28.210900
361.328125	-27.926797
371.093750	-28.406263
380.859375	-29.405024
390.625000	-29.730687
400.390625	-28.193281
410.156250	-27.985667
419.921875	-27.661820
429.687500	-27.991368
439.453125	-28.435676
449.218750	-27.884108
458.984375	-28.082587
468.750000	-27.873378
478.515625	-27.561733
488.281250	-27.601597
498.046875	-27.949020
507.812500	-27.603081
517.578125	-26.968239
527.343750	-26.529970
537.109375	-26.236803
546.875000	-26.193552
556.640625	-26.571524
566.406250	-26.388634
576.171875	-26.800400
585.937500	-26.072708
595.703125	-25.577318
605.468750	-25.758883
615.234375	-25.628821
625.000000	-25.892522
634.765625	-26.135962
644.531250	-26.900359
654.296875	-27.052216
664.062500	-27.135400
673.828125	-27.878196
683.593750	-29.302827
693.359375	-28.637538
703.125000	-29.699381
712.890625	-28.996415
722.656250	-28.689830
732.421875	-28.436266
742.187500	-28.378448
751.953125	-28.207362
761.718750	-28.728718
771.484375	-28.304187
781.250000	-27.930288
791.015625	-28.236842
800.781250	-28.496355
810.546875	-28.239636
820.312500	-28.466793
830.078125	-28.661669
839.843750	-29.359176
849.609375	-30.922422
859.375000	-29.050787
869.140625	-28.235668
878.906250	-28.403380
888.671875	-28.166570
898.437500	-27.943948
908.203125	-27.837785
917.968750	-27.566234
927.734375	-27.599490
937.500000	-27.651025
947.265625	-28.524921
957.031250	-28.545924
966.796875	-27.932768
976.562500	-27.743832
986.328125	-27.819222
996.093750	-27.542198
1005.859375	-27.672582
1015.625000	-27.538964
1025.390625	-27.198904
1035.156250	-26.944391
1044.921875	-27.396729
1054.687500	-28.178017
1064.453125	-27.698079
1074.218750	-27.750481
1083.984375	-27.798696
1093.750000	-27.824921
1103.515625	-27.470990
1113.281250	-27.125893
1123.046875	-27.146095
1132.812500	-27.109910
1142.578125	-27.582923
1152.343750	-28.100464
1162.109375	-27.114453
1171.875000	-26.895318
1181.640625	-28.024957
1191.406250	-28.911649
1201.171875	-27.935646
1210.937500	-27.743649
1220.703125	-27.741386
1230.468750	-28.531687
1240.234375	-30.033990
1250.000000	-32.281803
1259.765625	-30.371679
1269.531250	-30.359556
1279.296875	-30.860529
1289.062500	-31.509964
1298.828125	-30.704582
1308.593750	-30.120222
1318.359375	-30.088745
1328.125000	-32.182589
1337.890625	-30.205010
1347.656250	-30.430196
1357.421875	-31.533756
1367.187500	-30.286626
1376.953125	-30.917012
1386.718750	-31.081015
1396.484375	-31.166143
1406.250000	-30.739725
1416.015625	-30.819337
1425.781250	-31.048597
1435.546875	-31.199846
1445.312500	-31.337896
1455.078125	-31.284345
1464.843750	-31.835644
1474.609375	-31.343632
1484.375000	-31.104806
1494.140625	-31.029242
1503.906250	-30.977121
1513.671875	-31.697639
1523.437500	-31.841105
1533.203125	-32.100806
1542.968750	-31.425832
1552.734375	-31.101172
1562.500000	-31.251718
1572.265625	-31.269338
1582.031250	-31.605722
1591.796875	-31.653528
1601.562500	-31.432573
1611.328125	-30.899449
1621.093750	-30.949569
1630.859375	-31.448632
1640.625000	-32.115082
1650.390625	-32.490193
1660.156250	-32.496852
1669.921875	-32.731657
1679.687500	-33.903734
1689.453125	-33.080506
1699.218750	-33.318115
1708.984375	-33.053919
1718.750000	-32.947095
1728.515625	-34.397842
1738.281250	-34.015109
1748.046875	-33.180848
1757.812500	-33.118212
1767.578125	-32.313018
1777.343750	-32.410245
1787.109375	-33.762492
1796.875000	-34.198519
1806.640625	-33.439239
1816.406250	-33.108007
1826.171875	-34.180372
1835.937500	-33.791954
1845.703125	-33.298255
1855.468750	-32.939163
1865.234375	-34.191164
1875.000000	-33.549972
1884.765625	-33.910864
1894.531250	-33.192054
1904.296875	-32.903213
1914.062500	-33.879639
1923.828125	-34.535523
1933.593750	-34.511362
1943.359375	-33.228078
1953.125000	-33.550712
1962.890625	-35.858783
1972.656250	-35.321453
1982.421875	-33.794457
1992.187500	-33.365752
2001.953125	-34.140713
