F	D
68.359375	-27.614411
78.125000	-29.046134
87.890625	-28.053249
97.656250	-27.721349
107.421875	-28.680057
117.187500	-29.590611
126.953125	-28.130436
136.718750	-28.827256
146.484375	-27.561971
156.250000	-28.053513
166.015625	-27.410393
175.781250	-27.606220
185.546875	-28.396985
195.312500	-28.215114
205.078125	-28.936540
214.843750	-28.337084
224.609375	-27.863187
234.375000	-27.863810
244.140625	-27.500384
253.906250	-27.201728
263.671875	-27.178564
273.437500	-26.911328
283.203125	-26.791346
292.968750	-27.117631
302.734375	-26.541344
312.500000	-26.335581
322.265625	-25.598097
332.031250	-26.467215
341.796875	-27.604345
351.562500	-27.149790
361.328125	-27.354692
371.093750	-28.408679
380.859375	-28.105107
390.625000	-29.053304
400.390625	-28.669792
410.156250	-28.697484
419.921875	-28.927985
429.687500	-28.266844
439.453125	-27.512480
449.218750	-27.859214
458.984375	-28.403678
468.750000	-28.630039
478.515625	-29.244303
488.281250	-28.505951
498.046875	-27.677565
507.812500	-27.351619
517.578125	-27.015686
527.343750	-26.497567
537.109375	-27.103583
546.875000	-26.597590
556.640625	-26.141844
566.406250	-26.442953
576.171875	-26.262713
585.937500	-26.470937
595.703125	-27.204096
605.468750	-26.901279
615.234375	-28.598477
625.000000	-28.178224
634.765625	-27.812422
644.531250	-28.002043
654.296875	-27.820929
664.062500	-28.075321
673.828125	-28.675285
683.593750	-28.198549
693.359375	-28.562120
703.125000	-28.825792
712.890625	-27.746110
722.656250	-27.319388
732.421875	-27.608497
742.187500	-26.117037
751.953125	-26.038305
761.718750	-27.857955
771.484375	-27.615670
781.250000	-27.921254
791.015625	-28.604066
800.781250	-28.885323
810.546875	-28.746600
820.312500	-27.204859
830.078125	-26.513124
839.843750	-26.441012
849.609375	-26.928242
859.375000	-27.490227
869.140625	-27.619904
878.906250	-28.302434
888.671875	-28.070188
898.437500	-27.987408
908.203125	-27.911008
917.968750	-28.138089
927.734375	-29.196613
937.500000	-30.061904
947.265625	-28.920777
957.031250	-28.826696
966.796875	-28.760632
976.562500	-29.677404
986.328125	-29.092287
996.093750	-28.712299
1005.859375	-28.788558
1015.625000	-28.873261
1025.390625	-29.655136
1035.156250	-29.880806
1044.921875	-30.180658
1054.687500	-31.335511
1064.453125	-30.363732
1074.218750	-31.530852
1083.984375	-31.312343
1093.750000	-30.555944
1103.515625	-30.783030
1113.281250	-30.401684
1123.046875	-30.864965
1132.812500	-30.586700
1142.578125	-30.996716
1152.343750	-31.653026
1162.109375	-31.956300
1171.875000	-30.611652
1181.640625	-30.353321
1191.406250	-30.349258
1201.171875	-30.747988
1210.937500	-31.501901
1220.703125	-30.861760
1230.468750	-32.582683
1240.234375	-31.713097
1250.000000	-31.313575
1259.765625	-31.295868
1269.531250	-31.528741
1279.296875	-32.717434
1289.062500	-31.403170
1298.828125	-31.549126
1308.593750	-31.685596
1318.359375	-32.041738
1328.125000	-31.525933
1337.890625	-32.049204
1347.656250	-32.794129
1357.421875	-32.457280
1367.187500	-32.507594
1376.953125	-32.214976
1386.718750	-32.447629
1396.484375	-32.290618
1406.250000	-32.723652
1416.015625	-32.347182
1425.781250	-32.382408
1435.546875	-32.622235
1445.312500	-33.771168
1455.078125	-32.148676
1464.843750	-32.630637
1474.609375	-32.481581
1484.375000	-32.403337
1494.140625	-34.188228
1503.906250	-32.755865
1513.671875	-32.510271
1523.437500	-33.692034
1533.203125	-32.276115
1542.968750	-32.351250
1552.734375	-33.497753
1562.500000	-32.537047
1572.265625	-33.620305
1582.031250	-33.009323
1591.796875	-32.606309
1601.562500	-33.717623
1611.328125	-32.626184
1621.093750	-32.988941
1630.859375	-32.614247
1640.625000	-32.864291
1650.390625	-33.875677
1660.156250	-33.689126
1669.921875	-33.152167
1679.687500	-33.252167
1689.453125	-33.481745
1699.218750	-33.916809
1708.984375	-33.451378
1718.750000	-33.888386
1728.515625	-32.164758
1738.281250	-32.021588
1748.046875	-31.956136
1757.812500	-31.710254
1767.578125	-32.532321
1777.343750	-33.060255
1787.109375	-32.621136
1796.875000	-32.817941
1806.640625	-33.102421
1816.406250	-33.142331
1826.171875	-32.650822
1835.937500	-34.570476
1845.703125	-34.294093
1855.468750	-33.431641
1865.234375	-33.963379
1875.000000	-33.683085
1884.765625	-33.418655
1894.531250	-34.736376
1904.296875	-33.252631
1914.062500	-33.688658
1923.828125	-35.380824
1933.593750	-33.832557
1943.359375	-33.974008
1953.125000	-34.468483
1962.890625	-33.907626
1972.656250	-34.799062
1982.421875	-34.607629
1992.187500	-33.944633
2001.953125	-34.473710
