Date;St;R;Mo;Es;N;FileName;test_Mo;test_Es
20190706;T02;123.741510286655;359819.833974914;0.00945656436654;34;20190706_T02_N_34.mat;391442.7657022601;0.009772371120462595
20190706;T02;45.1602613353812;2294346.06197602;0.0240512946251175;35;20190706_T02_N_35.mat;7273898.8342455;0.08366140846342772
20190706;T02;105.960956312601;1682286.54129749;0.0453768464805082;36;20190706_T02_N_36.mat;2522816.9338031886;0.045143390875804774
20190706;T02;111.563144797148;467594.525122631;0.0402396107225574;37;20190706_T02_N_37.mat;644515.315555975;0.05618159945850566
20190706;T02;159.495679485731;164729.513176692;0.0505743189706762;38;20190706_T02_N_38.mat;551986.619722886;0.03977126969945121
20190706;T02;64.4548574290797;782210.364433332;0.0817936497973709;39;20190706_T02_N_39.mat;334688.7181920998;0.023676477889666047
20190706;T02;69.0556652521749;228040.763189805;0.0067216561514117;40;20190706_T02_N_40.mat;283131.2005038073;0.0048020846791967265
20190706;T02;108.186816215035;617195.276984274;0.0617765594163545;41;20190706_T02_N_41.mat;695778.3030126793;0.022543595532455343
20190706;T02;87.2169040639378;704582.540355303;0.023799721238308;42;20190706_T02_N_42.mat;773515.5287666221;0.05088104012371056
20190706;T02;155.298290414213;1004418.04502258;0.0751949412324565;43;20190706_T02_N_43.mat;1211041.6570620835;0.13892100260741816
20190706;T02;96.2458313445432;571381.016041229;0.0187881339675016;44;20190706_T02_N_44.mat;576824.2216112899;0.033219760180998814
20190706;T02;130.591102116162;385595.926914961;0.09682769012385;45;20190706_T02_N_45.mat;399438.03389817;0.0740680077553384
20190706;T02;155.657626111158;652100.08869344;0.0810263071337679;46;20190706_T02_N_46.mat;911709.5531566321;0.05325555900938823
20190706;T02;148.507525630283;375054.541805202;0.0205472353608477;47;20190706_T02_N_47.mat;438727.0019381072;0.013794006830190143
20190706;T02;104.948865961306;301912.315272428;0.050619663124543;48;20190706_T02_N_48.mat;379659.8959729601;0.0507077711151752
20190706;T02;91.1197519190947;228045.213866766;0.0155560884882801;49;20190706_T02_N_49.mat;294410.00716079806;0.02323684614434864
20190706;T02;222.227102792491;858811.864705776;0.0319011526901805;50;20190706_T02_N_50.mat;923657.3219084729;0.05130327690644565
20190706;T02;110.862046864129;731153.578912399;0.0594826064685135;51;20190706_T02_N_51.mat;1075151.9783716046;0.13513939064785377
20190706;T02;70.286287351916;238770.657241115;0.0035566957242288;52;20190706_T02_N_52.mat;346738.8690485101;0.007026961417730252
20190706;T02;249.303157916454;966993.729323114;0.151334587242595;53;20190706_T02_N_53.mat;1038780.6069057684;0.08989527828292465
20190706;T02;89.230159510122;799770.282046643;0.0534163793404922;54;20190706_T02_N_54.mat;694169.599556044;0.05564044412573818
20190706;T02;89.7781733811974;388254.525673107;0.0067881710609197;55;20190706_T02_N_55.mat;385294.4652671529;0.006413215264661215
20190706;T02;132.29063184993;3171528.39367136;0.569109557337527;56;20190706_T02_N_56.mat;2638434.539448628;0.6614553005446604
20190706;T02;149.783153753344;610429.066402791;0.0298070797438114;57;20190706_T02_N_57.mat;703144.3325314082;0.05335558231969159
20190706;T02;173.901587032195;654920.443694466;0.0460685393475349;58;20190706_T02_N_58.mat;811032.8055770457;0.04375682446544453
20190706;T02;200.519013857305;763147.184172412;0.0569609663962834;59;20190706_T02_N_59.mat;1377366.2198423943;0.0899994329189218
20190706;T02;95.3013273331197;1258503.24111135;0.120467078084638;60;20190706_T02_N_60.mat;1129404.1438221352;0.15605507338871866
20190706;T02;114.298431586231;408474.007393501;0.0209728307429982;61;20190706_T02_N_61.mat;477881.2756500986;0.030101651050462114
20190706;T02;84.4303954245205;171800.318914596;0.0037029014821298;62;20190706_T02_N_62.mat;286269.05777278036;0.008320815585443194
20190706;T02;96.5146682052377;286553.522184779;0.0129106238527577;63;20190706_T02_N_63.mat;333662.8050208168;0.009191579013371335
20190706;T02;71.3068892052991;150691.152463321;0.0010520408197261;64;20190706_T02_N_64.mat;307103.6018145911;0.003163379478282698
20190706;T02;65.5576562482043;98816.4501683743;0.0028615506582783;65;20190706_T02_N_65.mat;239177.6697654559;0.007023513963834998
20190706;T02;70.8190665249662;202457.223998731;0.0033880283417907;66;20190706_T02_N_66.mat;249094.4865253664;0.0036449360087445226
20190706;T02;102.629089268678;495128.188359622;0.0283146004691378;67;20190706_T02_N_67.mat;702448.216476877;0.04304666710072958
20190706;T02;68.7229966354076;157623.587791143;0.0022543532357671;68;20190706_T02_N_68.mat;282603.4995770284;0.0032492003553857398
20190706;T02;126.626119763252;337006.002144232;0.0123826865797802;69;20190706_T02_N_69.mat;358311.46261310484;0.009766388503127915
20190706;T02;81.3682471134318;570780.650745838;0.0238284271426876;70;20190706_T02_N_70.mat;543898.9130172112;0.02835398941507211
20190706;T02;90.7281799454117;331495.298524628;0.0113433941964324;71;20190706_T02_N_71.mat;402196.8370565389;0.014219700377477482
20190706;T02;62.3370324775758;174077.186994294;0.0033264406173212;72;20190706_T02_N_72.mat;273430.43439194746;0.006081861538634966
20190706;T02;84.400643704904;769046.45320746;0.0493529499651276;73;20190706_T02_N_73.mat;615216.544574833;0.03659408981196032
20190706;T02;99.9139640170201;313893.548815828;0.0114819307860681;74;20190706_T02_N_74.mat;358042.2946321944;0.01413423549594331
20190706;T02;72.86240441322;231292.444281612;0.007233521521278;75;20190706_T02_N_75.mat;319624.6800878467;0.008904724736008797
20190706;T02;153.459537599857;2174398.26543594;0.627879610877772;76;20190706_T02_N_76.mat;3180580.6136786784;1.3214636469813121
20190706;T02;183.649891257647;966055.603449412;0.153160293802154;77;20190706_T02_N_77.mat;819222.08882633;0.04004220217701
20190706;T02;89.8086434208807;497836.634876177;0.0666773096690133;78;20190706_T02_N_78.mat;558750.3959008707;0.04279937769124881
20190706;T02;96.5104597590284;580943.565128806;0.101139116447923;79;20190706_T02_N_79.mat;706393.578574938;0.1220793454721729
20190706;T02;98.8505112880839;296311.176702972;0.0146701101877216;80;20190706_T02_N_80.mat;273843.28229118197;0.015301578045453896
20190706;T02;94.2644104642097;358989.403407026;0.0128354399216658;81;20190706_T02_N_81.mat;497957.11208575923;0.014901228476030518
20190706;T02;68.1858550064624;166547.620050263;0.0053552276395183;82;20190706_T02_N_82.mat;304785.9032788914;0.010206261661548872
20190706;T02;65.906593131124;281572.506631796;0.007318679606399;83;20190706_T02_N_83.mat;282591.3618563657;0.006958914187336501
20190706;T02;125.690628532248;535904.830181129;0.0316781129174211;84;20190706_T02_N_84.mat;602378.7849586305;0.03186797974715329
20190706;T02;71.1093464905381;259121.719988185;0.0184869080748387;85;20190706_T02_N_85.mat;325261.83047380554;0.030157871234277205
20190706;T02;110.14488102323;337009.206815779;0.0198814257060705;86;20190706_T02_N_86.mat;408565.2475470425;0.01097869486289018
20190706;T02;102.072471179488;435918.022658063;0.037609286154889;87;20190706_T02_N_87.mat;459459.9349006975;0.023311494028947045
20190706;T02;263.158459196573;1230460.28061554;0.264222469287034;88;20190706_T02_N_88.mat;2628673.594495101;0.7443436372252195
20190706;T02;80.565997784096;146098.305866246;0.0052306896280069;89;20190706_T02_N_89.mat;202128.20805056416;0.009995479961636562
20190706;T02;67.3130559298677;285888.518687564;0.0184251797738447;90;20190706_T02_N_90.mat;441653.2844410267;0.011447413244399395
20190706;T02;66.3666055494523;619928.647087455;0.0094041079916498;91;20190706_T02_N_91.mat;758510.6291169625;0.021191162879970145
20190706;T02;95.7525750675304;883583.285439513;0.0600253389495481;92;20190706_T02_N_92.mat;875434.016963728;0.0704554399756945
20190706;T02;109.112785786379;4080581.58431384;0.404374272431413;93;20190706_T02_N_93.mat;3591645.689589734;0.331451425543862
20190706;T02;113.804513340478;88693.4911373791;0.0179306818347413;94;20190706_T02_N_94.mat;422327.5142456912;0.017637313327882768
20190706;T03;105.637346160016;7696497.59333281;0.63350069266417;1;20190706_T03_N_01.mat;4182796.488444324;0.335662408367244
20190706;T03;74.260416564592;4958873.19966424;0.247066220113799;2;20190706_T03_N_02.mat;1980975.4692102128;0.06309819097413605
20190706;T03;139.325456578237;4550722.30702205;0.577176524998789;3;20190706_T03_N_03.mat;3457692.150495896;0.19030922103125436
20190706;T03;67.5675606710809;4287852.67658959;1.9604137333032;4;20190706_T03_N_04.mat;4082276.168708373;1.3666672346180881
20190706;T03;61.5922763802218;804521.530167979;0.0547888761715787;5;20190706_T03_N_05.mat;699203.0593299659;0.030774177535864866
20190706;T03;59.2937801373627;498206.080749265;0.0245480431280886;6;20190706_T03_N_06.mat;568323.2541530227;0.023727447102588634
20190706;T03;49.9806673792666;585586.037574882;0.0267649601854375;7;20190706_T03_N_07.mat;774542.5108212515;0.015600752579500955
20190706;T03;67.8616434612053;2035098.26092455;0.181344329999541;8;20190706_T03_N_08.mat;1958420.5087484424;0.19020798554298887
20190706;T03;54.2043662490097;1397297.95836969;0.187884237382354;9;20190706_T03_N_09.mat;1543948.1075558665;0.1933522081445284
20190706;T03;92.6411278694172;2689479.42897197;1.03867526708948;10;20190706_T03_N_10.mat;1684422.7297042587;0.602905736620651
20190706;T03;173.907486565868;1942882.0857183;0.358391703996335;11;20190706_T03_N_11.mat;2014785.1022851416;0.5314397161260834
20190706;T03;121.174238906869;1105529.96428591;0.198068983443397;12;20190706_T03_N_12.mat;1648503.8382818396;0.32555638739196674
20190706;T03;105.459818822668;3876988.92666394;1.60724854209953;13;20190706_T03_N_13.mat;3469241.7793409023;1.2425664588354013
20190706;T03;45.6819587138089;950939.350801994;0.104671161905909;14;20190706_T03_N_14.mat;718404.3106500992;0.06089253875294257
20190706;T03;92.0901805386283;752192.692496736;0.0570868252297681;15;20190706_T03_N_15.mat;910985.3137630745;0.07127235501389849
20190706;T03;64.4016791128549;239895.548604674;0.0145547029682532;16;20190706_T03_N_16.mat;278280.85198920424;0.023426964123287587
20190706;T03;269.557496589204;2014157.92813998;0.332152884559195;17;20190706_T03_N_17.mat;1993765.8407578946;0.7476694480353362
20190706;T03;66.8072979985302;436129.081978151;0.0297054488598065;18;20190706_T03_N_18.mat;446939.119593252;0.027298919380497864
20190706;T03;116.984252110256;1829577.1065531;0.435773363273846;19;20190706_T03_N_19.mat;2027258.6046842162;0.4618847148609351
20190706;T03;75.5189992680873;4201390.2090112;0.506898790741929;20;20190706_T03_N_20.mat;7234448.558052832;0.644669842890958
20190706;T03;92.9025775475024;7604727.80903474;1.40934012848748;21;20190706_T03_N_21.mat;9510565.797572432;1.6125809497919874
20190706;T03;86.6017230977832;721626.458493169;0.0848380257965771;22;20190706_T03_N_22.mat;670808.7857725448;0.07461285277204086
20190706;T03;81.9849524771024;676945.967873111;0.0661206036879608;23;20190706_T03_N_23.mat;717593.3650781121;0.05655015399778619
20190706;T03;90.1263208410599;994533.435662435;0.108462001400418;24;20190706_T03_N_24.mat;977688.8313506353;0.12169556980375383
20190706;T03;89.2955869216877;1295213.78259587;0.219556473989125;25;20190706_T03_N_25.mat;1293677.7080446675;0.21842542481867605
20190706;T03;130.217364715256;1312300.3154254;0.153127526944168;26;20190706_T03_N_26.mat;1122273.9936533726;0.14427247891539124
20190706;T03;55.2237432359827;439242.760281987;0.0175313828352301;27;20190706_T03_N_27.mat;358573.3337247476;0.015629524981556425
20190706;T03;47.9640481602264;351155.721339864;0.0178948481835322;28;20190706_T03_N_28.mat;426491.05266867526;0.024014174760804
20190706;T03;176.457115305853;5026892.09516184;0.869817407901081;29;20190706_T03_N_29.mat;6494678.966466734;0.6739801777306818
20190706;T03;93.4367591348372;783428.670175931;0.089088856510509;30;20190706_T03_N_30.mat;796553.9937389507;0.09004825289851916
20190706;T03;96.2261720024631;2036186.63369885;0.402634210275123;31;20190706_T03_N_31.mat;2127036.517545907;0.42530541152980783
