F	D
68.359375	-27.759580
78.125000	-26.536657
87.890625	-27.601723
97.656250	-27.491571
107.421875	-27.487834
117.187500	-28.368543
126.953125	-27.277156
136.718750	-27.994555
146.484375	-28.783013
156.250000	-28.779229
166.015625	-29.234693
175.781250	-27.514050
185.546875	-28.203537
195.312500	-29.158880
205.078125	-28.347714
214.843750	-27.943757
224.609375	-28.420429
234.375000	-28.051206
244.140625	-27.822958
253.906250	-28.104525
263.671875	-28.422322
273.437500	-28.286518
283.203125	-28.878551
292.968750	-28.535239
302.734375	-29.360122
312.500000	-28.602761
322.265625	-27.578586
332.031250	-28.744636
341.796875	-29.569757
351.562500	-28.223572
361.328125	-28.287147
371.093750	-28.066898
380.859375	-28.317906
390.625000	-28.705674
400.390625	-28.706629
410.156250	-28.795385
419.921875	-28.212195
429.687500	-28.810529
439.453125	-31.115193
449.218750	-29.422309
458.984375	-28.121809
468.750000	-28.165767
478.515625	-28.878453
488.281250	-28.985683
498.046875	-29.648205
507.812500	-28.160350
517.578125	-28.159815
527.343750	-28.359375
537.109375	-27.360574
546.875000	-29.445420
556.640625	-28.114078
566.406250	-28.257514
576.171875	-27.668325
585.937500	-28.500423
595.703125	-27.480912
605.468750	-26.948402
615.234375	-27.300105
625.000000	-27.812421
634.765625	-28.566066
644.531250	-30.814373
654.296875	-28.876464
664.062500	-29.054976
673.828125	-29.434656
683.593750	-28.367785
693.359375	-28.628225
703.125000	-29.125113
712.890625	-29.309934
722.656250	-28.334269
732.421875	-28.076642
742.187500	-28.368850
751.953125	-29.530455
761.718750	-28.843742
771.484375	-28.288516
781.250000	-27.732005
791.015625	-27.508450
800.781250	-27.535234
810.546875	-27.378952
820.312500	-27.432954
830.078125	-27.059173
839.843750	-27.548965
849.609375	-28.011220
859.375000	-27.715793
869.140625	-27.458021
878.906250	-27.622943
888.671875	-28.011829
898.437500	-29.227145
908.203125	-28.080674
917.968750	-28.976800
927.734375	-28.037968
937.500000	-27.441747
947.265625	-27.240843
957.031250	-27.255586
966.796875	-27.311701
976.562500	-27.763070
986.328125	-28.557848
996.093750	-27.605584
1005.859375	-28.968509
1015.625000	-28.026385
1025.390625	-27.207927
1035.156250	-26.984303
1044.921875	-26.840057
1054.687500	-27.962991
1064.453125	-29.245971
1074.218750	-28.455707
1083.984375	-28.028667
1093.750000	-28.535084
1103.515625	-29.566779
1113.281250	-28.703781
1123.046875	-30.030703
1132.812500	-29.183337
1142.578125	-29.582332
1152.343750	-29.296879
1162.109375	-29.466117
1171.875000	-29.904615
1181.640625	-30.490983
1191.406250	-29.802765
1201.171875	-29.706105
1210.937500	-30.388581
1220.703125	-30.256310
1230.468750	-30.134752
1240.234375	-30.416265
1250.000000	-30.467014
1259.765625	-30.215607
1269.531250	-30.257028
1279.296875	-30.762705
1289.062500	-31.004088
1298.828125	-31.591080
1308.593750	-31.259295
1318.359375	-32.754009
1328.125000	-32.108582
1337.890625	-30.259697
1347.656250	-30.871678
1357.421875	-31.116362
1367.187500	-31.166730
1376.953125	-31.645050
1386.718750	-32.138249
1396.484375	-33.170503
1406.250000	-32.599340
1416.015625	-32.272294
1425.781250	-32.064284
1435.546875	-32.198136
1445.312500	-32.261753
1455.078125	-33.382695
1464.843750	-32.350533
1474.609375	-33.427595
1484.375000	-32.747138
1494.140625	-31.657929
1503.906250	-31.617292
1513.671875	-31.744591
1523.437500	-32.557950
1533.203125	-31.730839
1542.968750	-31.452941
1552.734375	-31.300406
1562.500000	-31.136524
1572.265625	-31.468977
1582.031250	-31.022469
1591.796875	-30.758651
1601.562500	-31.286304
1611.328125	-31.032528
1621.093750	-32.005284
1630.859375	-30.774656
1640.625000	-31.150610
1650.390625	-31.499419
1660.156250	-31.108293
1669.921875	-31.376532
1679.687500	-31.516561
1689.453125	-31.980224
1699.218750	-32.294145
1708.984375	-32.037568
1718.750000	-32.720900
1728.515625	-33.328408
1738.281250	-33.334565
1748.046875	-31.844464
1757.812500	-31.296772
1767.578125	-31.404246
1777.343750	-31.576557
1787.109375	-31.746137
1796.875000	-31.762497
1806.640625	-31.909626
1816.406250	-32.175065
1826.171875	-32.536193
1835.937500	-32.940589
1845.703125	-33.250200
1855.468750	-33.209898
1865.234375	-33.236886
1875.000000	-34.649531
1884.765625	-33.066626
1894.531250	-32.979859
1904.296875	-32.900769
1914.062500	-33.491448
1923.828125	-33.474103
1933.593750	-32.924127
1943.359375	-32.917534
1953.125000	-32.912441
1962.890625	-33.625175
1972.656250	-34.172882
1982.421875	-33.966629
1992.187500	-33.640921
2001.953125	-34.341287
