F	D
68.359375	-26.333772
78.125000	-26.969167
87.890625	-27.838622
97.656250	-27.862086
107.421875	-27.205830
117.187500	-26.982021
126.953125	-28.032561
136.718750	-28.051224
146.484375	-27.940653
156.250000	-27.830510
166.015625	-27.572411
175.781250	-29.060609
185.546875	-28.467941
195.312500	-27.864436
205.078125	-28.027587
214.843750	-28.301934
224.609375	-28.816538
234.375000	-28.069206
244.140625	-28.732322
253.906250	-29.127320
263.671875	-27.854066
273.437500	-28.013195
283.203125	-27.498813
292.968750	-29.232769
302.734375	-28.613094
312.500000	-27.136117
322.265625	-26.563531
332.031250	-27.333443
341.796875	-27.831242
351.562500	-28.537251
361.328125	-28.169286
371.093750	-27.595239
380.859375	-27.872218
390.625000	-28.660665
400.390625	-28.543137
410.156250	-30.061673
419.921875	-28.816872
429.687500	-28.444951
439.453125	-27.791637
449.218750	-27.806522
458.984375	-27.236385
468.750000	-27.453079
478.515625	-27.699584
488.281250	-28.601962
498.046875	-28.355201
507.812500	-27.461393
517.578125	-27.235875
527.343750	-26.534353
537.109375	-25.684816
546.875000	-26.325218
556.640625	-26.144462
566.406250	-26.301531
576.171875	-27.122326
585.937500	-28.101852
595.703125	-27.731272
605.468750	-28.173004
615.234375	-29.775678
625.000000	-29.072360
634.765625	-29.106004
644.531250	-29.791758
654.296875	-30.011634
664.062500	-29.742344
673.828125	-31.434613
683.593750	-29.899389
693.359375	-28.987523
703.125000	-28.547785
712.890625	-28.354841
722.656250	-28.157450
732.421875	-28.639613
742.187500	-28.468268
751.953125	-29.905562
761.718750	-28.528555
771.484375	-28.639426
781.250000	-28.538180
791.015625	-29.323014
800.781250	-30.098692
810.546875	-29.872039
820.312500	-29.026691
830.078125	-30.056717
839.843750	-27.719490
849.609375	-27.949685
859.375000	-28.490637
869.140625	-28.942760
878.906250	-29.899827
888.671875	-29.812521
898.437500	-29.098888
908.203125	-28.628213
917.968750	-29.021941
927.734375	-29.546210
937.500000	-28.944401
947.265625	-28.841375
957.031250	-28.474427
966.796875	-29.020541
976.562500	-29.004147
986.328125	-28.917416
996.093750	-29.103435
1005.859375	-30.434067
1015.625000	-30.437274
1025.390625	-30.259678
1035.156250	-30.175098
1044.921875	-31.057505
1054.687500	-31.356198
1064.453125	-31.026237
1074.218750	-33.032319
1083.984375	-31.482109
1093.750000	-31.002566
1103.515625	-31.244189
1113.281250	-31.107780
1123.046875	-30.717364
1132.812500	-31.020511
1142.578125	-31.296018
1152.343750	-31.903270
1162.109375	-31.355547
1171.875000	-31.522234
1181.640625	-31.841631
1191.406250	-31.824687
1201.171875	-31.735929
1210.937500	-32.027951
1220.703125	-31.877475
1230.468750	-32.655266
1240.234375	-31.627019
1250.000000	-31.814337
1259.765625	-31.528943
1269.531250	-33.191607
1279.296875	-32.849886
1289.062500	-32.158371
1298.828125	-32.150909
1308.593750	-32.683235
1318.359375	-32.520720
1328.125000	-31.955885
1337.890625	-31.806080
1347.656250	-31.724856
1357.421875	-32.371070
1367.187500	-32.121157
1376.953125	-32.963701
1386.718750	-33.096181
1396.484375	-32.644911
1406.250000	-33.066384
1416.015625	-33.420247
1425.781250	-33.942586
1435.546875	-32.743438
1445.312500	-33.605852
1455.078125	-33.391846
1464.843750	-33.393595
1474.609375	-33.087680
1484.375000	-34.308813
1494.140625	-33.276095
1503.906250	-33.831939
1513.671875	-34.399637
1523.437500	-33.089026
1533.203125	-33.475097
1542.968750	-34.649119
1552.734375	-33.671759
1562.500000	-33.277813
1572.265625	-33.477467
1582.031250	-34.242549
1591.796875	-34.123758
1601.562500	-34.156621
1611.328125	-33.531723
1621.093750	-32.916743
1630.859375	-34.872257
1640.625000	-33.723644
1650.390625	-33.305483
1660.156250	-34.005267
1669.921875	-33.740855
1679.687500	-34.538476
1689.453125	-34.261606
1699.218750	-33.605463
1708.984375	-33.231127
1718.750000	-33.716444
1728.515625	-32.987784
1738.281250	-32.785702
1748.046875	-32.348517
1757.812500	-31.348603
1767.578125	-31.407228
1777.343750	-31.929671
1787.109375	-32.812340
1796.875000	-33.048303
1806.640625	-33.536540
1816.406250	-34.007353
1826.171875	-33.523092
1835.937500	-35.132687
1845.703125	-34.228778
1855.468750	-33.840446
1865.234375	-34.816523
1875.000000	-33.896476
1884.765625	-33.826381
1894.531250	-37.166003
1904.296875	-34.341586
1914.062500	-35.648484
1923.828125	-34.583708
1933.593750	-34.166226
1943.359375	-34.700646
1953.125000	-35.377493
1962.890625	-34.685449
1972.656250	-34.880040
1982.421875	-34.288283
1992.187500	-35.340602
2001.953125	-34.989405
