F	D
68.359375	-25.950191
78.125000	-26.192704
87.890625	-26.542058
97.656250	-26.531267
107.421875	-27.362693
117.187500	-26.812197
126.953125	-26.493335
136.718750	-27.758093
146.484375	-27.100867
156.250000	-27.962977
166.015625	-26.942882
175.781250	-27.798121
185.546875	-28.584350
195.312500	-27.323913
205.078125	-28.019183
214.843750	-27.624097
224.609375	-27.821005
234.375000	-26.977131
244.140625	-26.870343
253.906250	-27.515815
263.671875	-27.466876
273.437500	-27.808377
283.203125	-28.281053
292.968750	-27.250486
302.734375	-27.225267
312.500000	-27.225412
322.265625	-26.973174
332.031250	-26.876926
341.796875	-27.360331
351.562500	-27.079978
361.328125	-27.319650
371.093750	-27.300969
380.859375	-26.635614
390.625000	-26.581450
400.390625	-26.598037
410.156250	-26.717163
419.921875	-27.172399
429.687500	-27.494033
439.453125	-26.748571
449.218750	-27.042481
458.984375	-26.787778
468.750000	-26.456165
478.515625	-26.427380
488.281250	-26.148687
498.046875	-26.196089
507.812500	-26.488197
517.578125	-26.170509
527.343750	-26.155058
537.109375	-26.109192
546.875000	-25.176852
556.640625	-24.798869
566.406250	-25.099867
576.171875	-26.610043
585.937500	-25.124957
595.703125	-25.547156
605.468750	-26.563480
615.234375	-26.528006
625.000000	-26.710172
634.765625	-26.366774
644.531250	-26.756309
654.296875	-27.007905
664.062500	-27.278167
673.828125	-28.418091
683.593750	-27.615914
693.359375	-27.446425
703.125000	-27.764701
712.890625	-27.617910
722.656250	-27.626899
732.421875	-28.079297
742.187500	-28.244448
751.953125	-28.288783
761.718750	-28.446414
771.484375	-28.287339
781.250000	-28.676478
791.015625	-30.492918
800.781250	-29.239313
810.546875	-28.179202
820.312500	-28.163205
830.078125	-27.870856
839.843750	-27.571956
849.609375	-27.907685
859.375000	-28.008257
869.140625	-28.303987
878.906250	-27.895598
888.671875	-27.406365
898.437500	-27.134947
908.203125	-27.059128
917.968750	-27.189828
927.734375	-27.131455
937.500000	-27.331600
947.265625	-27.603860
957.031250	-27.492653
966.796875	-27.242573
976.562500	-27.320243
986.328125	-27.463750
996.093750	-27.577562
1005.859375	-27.418332
1015.625000	-27.442067
1025.390625	-27.201952
1035.156250	-26.871398
1044.921875	-26.766426
1054.687500	-26.905838
1064.453125	-27.201917
1074.218750	-27.229911
1083.984375	-27.231250
1093.750000	-27.747750
1103.515625	-27.998880
1113.281250	-28.092022
1123.046875	-27.342838
1132.812500	-26.649651
1142.578125	-26.644944
1152.343750	-26.677015
1162.109375	-26.105531
1171.875000	-25.991345
1181.640625	-26.877072
1191.406250	-27.995491
1201.171875	-28.764910
1210.937500	-31.379481
1220.703125	-29.453272
1230.468750	-29.758895
1240.234375	-29.110962
1250.000000	-29.979931
1259.765625	-29.172723
1269.531250	-29.064694
1279.296875	-29.050672
1289.062500	-29.438887
1298.828125	-30.849676
1308.593750	-30.704592
1318.359375	-31.353650
1328.125000	-30.921718
1337.890625	-29.766191
1347.656250	-30.953049
1357.421875	-31.041896
1367.187500	-29.909501
1376.953125	-30.523020
1386.718750	-32.017782
1396.484375	-33.210410
1406.250000	-30.984706
1416.015625	-30.583224
1425.781250	-30.488384
1435.546875	-30.927503
1445.312500	-31.333506
1455.078125	-31.253645
1464.843750	-31.706034
1474.609375	-31.507694
1484.375000	-32.342571
1494.140625	-31.591297
1503.906250	-31.712515
1513.671875	-31.411181
1523.437500	-30.599364
1533.203125	-30.530284
1542.968750	-30.681775
1552.734375	-30.349798
1562.500000	-30.885411
1572.265625	-31.674365
1582.031250	-32.711053
1591.796875	-32.452812
1601.562500	-30.767192
1611.328125	-30.051225
1621.093750	-29.851311
1630.859375	-30.420530
1640.625000	-31.112511
1650.390625	-31.487634
1660.156250	-32.445829
1669.921875	-33.118257
1679.687500	-32.293251
1689.453125	-32.537676
1699.218750	-33.536602
1708.984375	-32.547029
1718.750000	-32.318589
1728.515625	-33.451515
1738.281250	-32.219192
1748.046875	-31.895806
1757.812500	-31.362010
1767.578125	-31.194099
1777.343750	-32.155941
1787.109375	-32.190030
1796.875000	-32.554658
1806.640625	-34.107228
1816.406250	-33.096676
1826.171875	-33.438496
1835.937500	-33.085118
1845.703125	-33.075776
1855.468750	-35.891722
1865.234375	-33.105213
1875.000000	-33.094188
1884.765625	-33.813203
1894.531250	-34.251869
1904.296875	-33.243463
1914.062500	-34.341369
1923.828125	-33.014866
1933.593750	-33.238445
1943.359375	-35.022337
1953.125000	-33.358915
1962.890625	-33.613004
1972.656250	-33.700798
1982.421875	-33.671039
1992.187500	-34.797859
2001.953125	-33.379063
